Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
59,12068853,Berry,Williams,Shane,56,"PSC 7600, Box 8753
APO AP 88315",+51 925015458,ylewis@example.net,20292,Femenino,Divorciado,Primaria,"Surveyor, building",1985-12-01,French Guiana,Virginia,Douglasmouth,Clínica Salud,Mixto,2022-11-12,Hipertensión,5,7,91.6,1.74,29.2,112/69,76,14,36.8,B,+,Polen,3,No,4,2024-10-22,15,1,Ninguno,Sí,Sí,2,5,700,8594,1948,1
60,22215188,Cooper,Nguyen,Alex,34,"2831 Kayla Highway Suite 653
New Linda, NY 87746",+51 920099059,franklinchristopher@example.com,25719,Masculino,Soltero,Técnico,Fish farm manager,1980-08-28,Gambia,Ohio,East James,Clínica Salud,Público,2020-10-17,Cardiopatía,5,10,73.4,1.74,39.2,134/71,70,18,36.3,AB,-,Medicamentos,0,Sí,7,2024-04-19,14,5,Frecuente,No,Sí,8,10,491,4783,1201,1
61,14461422,Wilkins,Ward,Christopher,69,"2761 Jackson Mews Apt. 233
Lake Davidside, MP 32667",+51 930005727,krista60@example.org,21391,Masculino,Divorciado,Técnico,Risk manager,1989-10-13,Czech Republic,Oklahoma,East Elizabeth,Clínica Salud,Mixto,2022-01-02,Ninguno,5,8,81.9,1.52,36.0,98/86,89,18,38.5,B,+,Ninguna,0,Sí,10,2024-03-13,15,0,Ninguno,Sí,No,7,9,233,6163,357,2
62,77685882,Rubio,Brown,Jacqueline,20,"USNS Mclaughlin
FPO AA 54825",+51 983227889,joseph22@example.net,46175,Femenino,Viudo,Primaria,Theatre manager,1963-10-05,Czech Republic,Florida,Johnsonchester,Clínica Salud,Privado,2022-08-24,Ninguno,2,4,68.0,1.57,39.3,118/88,87,13,36.4,B,-,Ninguna,2,Sí,8,2024-01-11,5,9,Frecuente,No,No,9,1,665,4651,1065,3
63,60013420,Daniels,Roberts,Kimberly,64,"34928 Foster Wall Apt. 762
Lake Kathy, AL 53101",+51 914835614,kjackson@example.net,14919,Femenino,Viudo,Universitario,Marketing executive,1966-08-16,Slovakia (Slovak Republic),North Carolina,Edwardbury,Hospital Central,Público,2021-06-20,Hipertensión,1,6,87.2,1.58,18.9,128/76,67,13,38.0,A,-,Ninguna,0,No,10,2024-07-09,15,10,Ninguno,Sí,Sí,1,5,1099,8360,1772,5
64,80025263,Jackson,Hamilton,Jennifer,47,"11473 Ferguson Junctions
Baileychester, IN 52580",+51 959555330,kristina98@example.net,20258,Masculino,Divorciado,Secundaria,Make,1976-06-21,Malawi,Indiana,Staceyland,Hospital Central,Público,2023-01-04,Cardiopatía,3,8,94.5,1.73,25.8,138/70,91,12,38.7,A,-,Medicamentos,0,No,1,2024-03-13,3,6,Frecuente,No,No,9,3,717,5336,3103,1
65,69406774,Mcdaniel,Brady,Sarah,52,"5897 Pamela Points
Colefurt, FM 77963",+51 988183110,michelle04@example.com,10175,Femenino,Casado,Primaria,Magazine features editor,1944-02-21,Ecuador,Colorado,Kristenburgh,Clínica Salud,Público,2023-09-08,Hipertensión,5,8,91.1,1.93,25.8,101/82,62,18,37.0,A,-,Medicamentos,3,No,5,2024-08-02,1,8,Ocasional,No,Sí,7,6,1196,5919,2554,5
66,59005875,Navarro,Schmidt,George,25,"17624 Robert Motorway
Kellyton, RI 80623",+51 984158663,fdaniels@example.com,36772,Masculino,Divorciado,Primaria,Lobbyist,1961-04-30,Aruba,Indiana,West Richardchester,Centro Médico Familiar,Privado,2022-11-04,Diabetes,4,10,89.7,1.95,34.0,109/60,88,14,36.6,O,+,Ninguna,0,No,0,2024-08-20,11,8,Frecuente,Sí,No,7,4,1017,1634,3637,4
67,66192981,Mccormick,Morgan,Margaret,80,"80354 Solis Circles Suite 096
Susanfurt, CT 33746",+51 929876811,barry66@example.org,39524,Femenino,Viudo,Secundaria,Exercise physiologist,1944-11-05,Russian Federation,Connecticut,Port Bruce,Hospital Central,Privado,2024-07-11,Ninguno,1,1,52.9,1.73,27.2,137/86,82,19,37.4,O,+,Polen,3,Sí,6,2024-06-01,0,3,Frecuente,No,Sí,3,8,1155,4759,1360,2
68,33011485,Robertson,Edwards,Anthony,77,"73647 Moore Plains
Williamfurt, VA 04250",+51 967684996,brownstephanie@example.net,48916,Masculino,Divorciado,Secundaria,IT trainer,1944-06-30,Jordan,North Carolina,Leeberg,Hospital Central,Mixto,2021-05-04,Cardiopatía,1,8,80.8,1.91,23.1,97/67,95,15,37.1,A,-,Medicamentos,2,Sí,1,2024-01-13,4,2,Ninguno,No,No,9,4,1659,5163,618,3
69,35344991,Soto,Burns,Brandy,42,"9264 Jackson Island Apt. 123
South Kathrynside, KY 04519",+51 927105448,annette95@example.net,40796,Femenino,Soltero,Secundaria,Company secretary,1968-05-19,Latvia,Idaho,Perryton,Centro Médico Familiar,Público,2021-12-22,Hipertensión,1,2,76.5,1.96,32.6,98/87,91,19,37.1,B,+,Polen,2,Sí,8,2024-04-08,5,7,Ninguno,No,No,2,4,1152,7468,1403,3
70,44295647,Brown,Gentry,Cynthia,23,"90920 Leslie Union
Martinezberg, TN 28546",+51 915614174,nathanlopez@example.org,29087,Masculino,Soltero,Técnico,Community development worker,1959-11-10,Lesotho,New Jersey,Lake Mariaport,Centro Médico Familiar,Mixto,2022-04-03,Cardiopatía,1,5,86.7,1.53,29.7,134/64,89,13,36.5,O,-,Ninguna,2,No,5,2024-10-14,4,5,Frecuente,Sí,No,4,8,960,5347,3980,2
71,44725723,Davis,Fields,Gerald,53,"857 Donaldson Forges
Sanchezport, MH 91736",+51 951373735,john61@example.com,12139,Masculino,Casado,Técnico,Information officer,1965-01-08,Malaysia,Louisiana,Weberborough,Centro Médico Familiar,Público,2022-04-12,Diabetes,4,2,91.7,1.76,38.7,134/67,91,17,37.6,B,-,Ninguna,2,Sí,3,2024-03-09,2,3,Ocasional,Sí,No,8,8,619,1070,3197,4
72,18772854,Smith,Good,Stephanie,36,"961 Victoria Crossing
Oconnorton, ME 28483",+51 958942697,paulwilliams@example.org,25170,Femenino,Divorciado,Técnico,Dispensing optician,1968-11-08,Honduras,Pennsylvania,Anneville,Centro Médico Familiar,Mixto,2024-02-11,Diabetes,2,7,53.9,1.78,37.2,109/64,67,20,38.4,O,+,Polen,3,Sí,8,2024-08-30,13,2,Ocasional,Sí,No,3,8,1148,9695,162,5
73,25076093,Flowers,Brooks,John,71,"7953 Matthew Stream Apt. 094
Juliehaven, VT 17177",+51 915354599,olivia17@example.org,28881,Femenino,Divorciado,Universitario,"Doctor, hospital",1962-09-13,Mexico,Virginia,North Michele,Centro Médico Familiar,Público,2021-10-20,Ninguno,1,4,60.8,1.84,30.0,103/64,69,18,37.9,AB,+,Ninguna,0,Sí,10,2024-06-04,3,7,Ocasional,Sí,No,2,4,467,4755,1503,5
74,90438393,Adams,Allen,Peter,58,"9555 Foster Forks Suite 333
Port Johnton, UT 53624",+51 958024342,johnmonroe@example.org,28528,Femenino,Divorciado,Primaria,Multimedia programmer,1980-10-27,Norfolk Island,New York,Tanyabury,Clínica Salud,Privado,2020-12-02,Cardiopatía,0,4,76.0,1.78,34.4,95/73,67,20,37.3,AB,-,Medicamentos,2,Sí,10,2024-09-25,1,3,Ocasional,Sí,No,5,2,1051,1664,3168,2
75,89282751,Wilkerson,Brown,Dylan,57,"54348 Donald Mall Suite 507
Crystalberg, DE 07914",+51 938195995,caseyjonathan@example.net,39755,Femenino,Divorciado,Técnico,Professor Emeritus,1959-01-26,Zimbabwe,Massachusetts,Bretttown,Centro Médico Familiar,Mixto,2022-01-06,Hipertensión,1,6,55.1,1.51,23.5,134/84,82,20,38.1,O,-,Polen,3,Sí,0,2024-06-04,14,5,Frecuente,Sí,No,4,3,305,4633,387,4
76,15031936,Wilkinson,Cisneros,Nicole,74,"84034 Thomas Terrace
Yatestown, NE 80419",+51 943491314,payneheidi@example.org,14664,Masculino,Casado,Universitario,Database administrator,1988-07-27,Panama,Tennessee,Kimland,Hospital Central,Mixto,2021-07-05,Hipertensión,5,7,61.6,1.79,20.0,140/63,65,18,36.4,AB,+,Polen,0,Sí,10,2024-05-22,1,2,Ninguno,No,No,4,7,702,8360,4466,1
77,34810383,Jackson,Andrews,Curtis,73,"611 Amy Dam Suite 004
New Angela, AR 64612",+51 999514287,zdavis@example.net,25297,Masculino,Viudo,Universitario,"Engineer, energy",1976-07-31,Congo,Pennsylvania,New Jeffery,Centro Médico Familiar,Mixto,2024-01-05,Hipertensión,4,6,69.3,1.67,34.3,94/60,73,16,38.6,O,+,Ninguna,3,Sí,10,2024-09-11,10,4,Frecuente,No,No,1,9,498,4915,1534,2
78,23737751,Bonilla,Harper,Jo,41,"26536 Peterson Fall
Knoxburgh, MD 66101",+51 923796726,wcopeland@example.org,27337,Masculino,Casado,Secundaria,Charity fundraiser,1959-11-30,Dominica,Pennsylvania,Johnhaven,Clínica Salud,Mixto,2022-07-31,Ninguno,0,9,59.7,1.96,29.0,139/75,78,19,36.4,A,+,Polen,2,Sí,0,2024-06-01,3,1,Ocasional,No,No,9,9,1510,7504,3543,2
79,41195865,Hill,Rodriguez,Pamela,54,"7495 Marcus Cape
Fletcherfurt, VT 13320",+51 957469942,sara85@example.com,48652,Femenino,Viudo,Secundaria,Travel agency manager,1957-03-04,Isle of Man,New York,North Jillside,Hospital Central,Público,2024-06-09,Diabetes,4,9,82.8,1.9,18.9,138/73,71,18,36.6,A,-,Medicamentos,3,No,3,2024-05-06,8,0,Ninguno,Sí,No,1,2,407,1036,989,3
80,36900364,Garrett,Hansen,Lauren,30,"11977 Schmidt Junction
Saundersburgh, OK 24540",+51 985146293,kimberlysimmons@example.com,22964,Masculino,Viudo,Técnico,"Teacher, secondary school",1962-05-18,Maldives,Illinois,Cummingsmouth,Centro Médico Familiar,Privado,2024-05-17,Hipertensión,3,1,78.5,1.53,38.0,92/66,70,19,37.6,AB,+,Ninguna,3,No,2,2024-06-17,6,3,Ninguno,No,Sí,1,3,805,8045,794,5
81,24085750,Campos,Cox,Elizabeth,63,"PSC 9048, Box 6565
APO AP 33642",+51 964543049,keithshannon@example.com,37861,Masculino,Viudo,Primaria,"Scientist, forensic",1987-10-26,Western Sahara,New Mexico,East Aaron,Centro Médico Familiar,Mixto,2023-05-24,Ninguno,5,5,97.4,1.57,31.8,96/61,92,19,38.1,B,-,Ninguna,0,Sí,9,2024-11-09,0,9,Frecuente,No,Sí,4,3,966,1782,1390,1
82,44551198,Barton,Love,Joshua,22,"2991 Debbie Parks Suite 271
North Michelle, MA 80505",+51 993303777,wbailey@example.net,17521,Masculino,Divorciado,Primaria,Media planner,1980-03-12,Portugal,South Carolina,Angelaland,Centro Médico Familiar,Mixto,2022-07-20,Ninguno,4,4,77.9,1.92,23.7,140/81,77,18,37.0,AB,+,Alimentos,2,No,6,2024-08-31,10,7,Frecuente,No,Sí,8,9,308,2246,1834,1
83,99300456,Hall,Miller,Gabriel,20,"53093 Jones Point Apt. 385
New Mackenziehaven, NH 24643",+51 930743797,daniel64@example.com,45688,Masculino,Casado,Primaria,Financial controller,1998-01-27,Greece,West Virginia,Wendyville,Hospital Central,Privado,2022-11-15,Ninguno,0,5,77.9,1.67,32.4,122/78,96,14,37.3,B,+,Ninguna,0,Sí,3,2024-08-05,10,7,Ocasional,Sí,Sí,1,3,917,5483,699,1
84,24273492,Carlson,Gilbert,Alicia,60,"00775 Misty Parkways
Lake David, WY 94439",+51 941774346,davissamantha@example.com,24733,Masculino,Viudo,Universitario,Nutritional therapist,1958-06-09,Libyan Arab Jamahiriya,Indiana,Lake Jennachester,Centro Médico Familiar,Público,2023-09-28,Ninguno,2,2,87.3,1.69,18.8,93/75,97,14,37.9,O,-,Ninguna,0,No,10,2024-11-09,5,3,Ocasional,No,Sí,1,2,1152,9769,1359,3
85,45619227,Stewart,Liu,Jason,32,"390 Kimberly Meadow
East Julia, PW 26627",+51 931810617,millerandrew@example.org,19764,Femenino,Soltero,Universitario,Wellsite geologist,1948-07-28,Colombia,Alabama,Michaeltown,Clínica Salud,Público,2022-07-17,Ninguno,5,7,88.3,1.77,32.1,97/89,73,20,38.8,AB,+,Medicamentos,1,Sí,3,2024-04-24,11,10,Frecuente,No,Sí,4,8,991,9954,3500,4
86,48755155,Dean,Howe,Heather,67,"PSC 9634, Box 2658
APO AE 56628",+51 933763566,nleon@example.org,27408,Femenino,Viudo,Universitario,Dealer,1976-06-16,Armenia,New Mexico,Port Cynthiahaven,Clínica Salud,Mixto,2023-11-20,Ninguno,0,6,78.8,1.58,38.0,106/61,97,14,38.3,A,-,Ninguna,0,Sí,4,2024-01-30,0,9,Frecuente,Sí,No,4,9,1538,7828,988,1
87,96037970,Zamora,Cox,Ryan,36,"7689 Jeremy Isle Apt. 840
Jamesberg, HI 71688",+51 965337219,martin59@example.com,19321,Femenino,Casado,Universitario,Community development worker,1965-01-27,India,North Carolina,New Ryanberg,Centro Médico Familiar,Mixto,2022-07-02,Diabetes,2,2,83.7,1.8,36.1,94/69,60,19,37.8,B,-,Medicamentos,0,No,7,2024-08-18,12,7,Frecuente,Sí,No,3,2,1986,1267,3660,5
88,85253673,Petersen,Newman,Susan,23,"6312 Reeves Point
Lake Courtney, OR 20448",+51 913326769,istanley@example.org,14679,Femenino,Divorciado,Primaria,"Accountant, chartered management",1980-03-25,Iran,Maine,South Chadfort,Hospital Central,Público,2022-12-23,Diabetes,0,9,85.1,1.59,20.6,132/60,93,19,38.6,O,-,Ninguna,1,No,2,2024-09-07,13,3,Ocasional,Sí,No,3,10,1087,9220,1978,1
89,55901389,Wagner,Arellano,Edward,72,"8564 Hunter Skyway
East Williebury, CA 56011",+51 934073380,lucascathy@example.org,13908,Masculino,Soltero,Primaria,Information officer,1980-11-03,Antigua and Barbuda,Maryland,West Mario,Hospital Central,Privado,2021-06-24,Hipertensión,1,3,71.4,1.56,31.6,138/63,96,14,36.9,A,-,Medicamentos,0,No,7,2024-09-24,1,2,Ninguno,Sí,No,9,3,359,6016,1461,5
90,39952881,Kim,Booker,Lisa,32,"76235 Simpson Wall
Danielburgh, CA 87939",+51 954585178,stevensdonna@example.net,20873,Femenino,Viudo,Secundaria,"Development worker, international aid",1947-07-07,Trinidad and Tobago,Wyoming,Grayview,Clínica Salud,Privado,2024-05-03,Cardiopatía,5,8,55.2,1.89,36.5,140/63,71,20,36.4,A,-,Medicamentos,2,Sí,2,2024-10-28,2,7,Ocasional,No,No,6,4,1425,1838,2280,3
91,42690754,Flores,Flores,Madison,73,"16665 Brian Crescent
East Jasmine, NY 82957",+51 965259205,buckleydylan@example.com,30159,Femenino,Divorciado,Primaria,Bookseller,1983-08-23,Thailand,Oklahoma,West Sarah,Clínica Salud,Mixto,2020-11-03,Diabetes,4,6,89.6,1.65,19.9,128/66,86,20,36.7,A,-,Alimentos,3,Sí,7,2024-05-02,6,8,Frecuente,Sí,Sí,6,7,802,9136,4361,5
92,62424371,Grant,Huffman,Heather,24,"59344 Kevin Forks
New Natalie, OR 99474",+51 999913412,carlos44@example.com,48996,Femenino,Casado,Universitario,Video editor,1954-08-06,Cameroon,Alabama,New Melissa,Hospital Central,Privado,2022-01-28,Cardiopatía,3,6,77.5,1.93,36.1,127/88,64,13,37.9,O,+,Polen,1,No,4,2024-01-16,4,10,Ocasional,No,No,7,6,926,4496,4646,5
93,70103869,Graham,Hamilton,Mitchell,42,"52000 Mason Prairie
Andrewtown, NM 96649",+51 943308443,michelethompson@example.com,47303,Masculino,Casado,Universitario,Immigration officer,1992-05-03,American Samoa,Iowa,Patricialand,Hospital Central,Mixto,2024-09-16,Hipertensión,2,4,75.2,1.85,21.0,102/65,75,15,36.8,O,-,Medicamentos,1,No,2,2024-01-03,8,1,Ninguno,No,Sí,7,4,1881,9750,4448,1
94,50914728,Waller,Gray,Vanessa,35,"3696 Smith Flat Apt. 251
South Heather, AS 46387",+51 945810056,jay52@example.org,28914,Masculino,Soltero,Técnico,Communications engineer,2004-06-14,Palau,Georgia,New Ericstad,Clínica Salud,Mixto,2022-02-18,Diabetes,2,10,82.9,1.64,31.3,132/71,91,19,36.4,AB,+,Alimentos,0,No,3,2024-02-05,2,9,Frecuente,Sí,No,1,5,1249,5711,4947,3
95,47339617,Gonzales,Hendricks,Peter,47,"0428 Katie Park
Miaburgh, PW 91082",+51 931367172,martinezstephanie@example.com,38780,Masculino,Soltero,Primaria,Licensed conveyancer,1949-05-31,Djibouti,New York,Christinaside,Centro Médico Familiar,Público,2020-05-29,Diabetes,1,5,76.7,1.54,31.7,91/62,66,19,37.5,O,-,Medicamentos,1,Sí,10,2024-08-30,5,5,Ocasional,No,Sí,9,7,1329,2898,4897,3
96,10990247,Patel,Keller,Thomas,58,"479 Goodwin Coves
Fergusonland, TX 13587",+51 924508349,kevinwilkinson@example.org,18149,Masculino,Viudo,Primaria,Chartered legal executive (England and Wales),1954-05-02,French Polynesia,Missouri,Derekshire,Centro Médico Familiar,Mixto,2021-05-04,Hipertensión,5,3,80.0,1.94,19.9,99/87,81,12,37.8,B,-,Polen,2,Sí,1,2024-04-10,14,2,Ninguno,No,No,5,1,1177,4847,2803,5
97,92784694,Martin,Davis,Timothy,71,"USCGC Cruz
FPO AA 88213",+51 961343880,ryantiffany@example.com,40716,Masculino,Divorciado,Secundaria,Mudlogger,1946-11-28,Algeria,Nevada,Cooperside,Hospital Central,Privado,2024-11-03,Hipertensión,5,4,96.7,1.69,22.9,137/90,61,14,37.5,B,+,Ninguna,0,Sí,8,2024-09-16,1,3,Ninguno,No,No,8,7,282,7373,3811,2
98,54419693,Odom,Griffin,Emily,41,"497 Paul Motorway
Mayfurt, MD 41309",+51 915197528,wayne93@example.org,29928,Masculino,Divorciado,Secundaria,"Engineer, maintenance",1993-12-09,Cyprus,New York,New Brittany,Centro Médico Familiar,Privado,2020-04-08,Cardiopatía,1,8,95.1,1.91,25.8,107/90,78,20,38.2,AB,+,Medicamentos,0,No,3,2024-08-06,8,7,Ninguno,No,No,1,1,1978,6383,1389,1
99,84770760,Johnson,Murphy,Lauren,28,"15408 Julian Loop
Lisaside, TN 20650",+51 973174945,nicolewong@example.org,36378,Femenino,Casado,Universitario,Financial risk analyst,1991-09-25,Vietnam,Connecticut,East Angela,Hospital Central,Mixto,2024-11-20,Cardiopatía,0,4,77.5,1.65,36.5,127/71,67,17,38.4,B,-,Alimentos,2,Sí,0,2024-11-13,6,1,Ocasional,No,Sí,7,6,1935,3903,4968,4
100,32668045,Rodriguez,Hammond,Nicolas,41,"15264 Jack Inlet
Kochberg, CO 66614",+51 939854548,owashington@example.net,27841,Femenino,Casado,Técnico,Psychotherapist,1960-03-20,Anguilla,Massachusetts,South Sarah,Clínica Salud,Público,2021-06-23,Hipertensión,2,4,99.8,1.76,34.4,112/65,85,13,38.4,B,-,Ninguna,0,Sí,6,2024-11-03,13,0,Ocasional,Sí,Sí,9,7,1181,9930,4465,3
101,76945120,Zamora,Ray,Michael,40,"8648 Mark Island
Reedshire, MI 44588",+51 936786211,richard39@example.com,42798,Femenino,Viudo,Primaria,Patent examiner,1950-09-09,Dominica,Virginia,Rickychester,Clínica Salud,Mixto,2024-01-17,Diabetes,4,4,92.2,1.59,27.1,122/84,83,18,37.8,B,+,Polen,0,No,1,2024-10-16,5,0,Ninguno,No,Sí,2,1,338,4281,4747,5
102,42307660,Fisher,Ware,Christopher,31,"4539 Silva Avenue Suite 564
Teresatown, MT 84602",+51 971780854,andrew23@example.com,45388,Femenino,Viudo,Primaria,Dealer,1992-07-17,Lesotho,Texas,Bethmouth,Hospital Central,Privado,2023-11-01,Ninguno,0,5,70.6,1.69,21.1,136/79,97,13,36.5,O,-,Ninguna,0,Sí,7,2024-10-11,0,10,Ocasional,No,No,1,4,921,1232,1866,2
103,81392504,Miller,Kelly,Robin,60,"3063 Evans Forges
Sandersbury, SC 84278",+51 956930359,timothy42@example.net,42361,Femenino,Casado,Técnico,Advertising account planner,1985-04-29,Korea,Kentucky,Angelaton,Clínica Salud,Mixto,2023-08-08,Cardiopatía,1,4,81.7,1.52,33.2,105/76,66,13,37.2,B,+,Alimentos,2,Sí,8,2024-04-04,9,10,Ninguno,Sí,Sí,4,6,878,8036,3778,4
104,88708086,Boyd,Carroll,Jennifer,35,"5714 Hayes Pines
New Matthew, SC 55987",+51 950962024,williamscharles@example.net,38688,Femenino,Casado,Primaria,Market researcher,2002-04-14,Indonesia,Kentucky,East Brentburgh,Centro Médico Familiar,Mixto,2022-11-04,Hipertensión,2,4,91.3,1.6,30.2,126/62,80,17,38.6,A,+,Alimentos,0,No,9,2024-06-13,8,6,Frecuente,No,No,10,7,596,2305,3580,5
105,83001767,Soto,Rodriguez,Renee,62,"107 Steven Harbor
North Brittanychester, RI 39956",+51 940547349,kingmelissa@example.com,15271,Femenino,Divorciado,Secundaria,Surgeon,1971-12-18,Gabon,Virginia,South Darleneton,Clínica Salud,Privado,2022-05-18,Diabetes,3,4,66.2,1.55,25.4,96/86,69,16,38.3,O,+,Ninguna,2,Sí,3,2024-06-15,11,8,Frecuente,No,No,1,8,835,6386,1510,5
106,40871811,Johnson,Ramirez,Andrew,77,"198 Lori Trail Apt. 076
West Latoya, SC 31116",+51 939920292,blackwellamy@example.org,49192,Masculino,Divorciado,Técnico,Academic librarian,1959-11-12,Central African Republic,Vermont,Katiebury,Clínica Salud,Público,2021-01-21,Diabetes,3,4,62.0,1.75,39.2,127/84,61,12,37.1,B,-,Medicamentos,2,Sí,2,2024-03-15,3,7,Ocasional,No,Sí,4,10,1237,5023,3746,5
107,53598792,Gray,Price,Mark,61,"707 Salas Wall
Jordanmouth, MS 00707",+51 913176186,hansenstephen@example.org,12612,Masculino,Divorciado,Primaria,"Librarian, public",2004-02-14,Malaysia,Delaware,Sotoport,Centro Médico Familiar,Privado,2022-01-30,Cardiopatía,2,10,77.3,1.9,23.1,90/76,65,20,37.6,B,+,Polen,3,No,0,2024-10-29,10,6,Frecuente,Sí,No,4,4,539,8862,2387,4
108,26958307,Obrien,Henry,Mary,59,"16508 Bethany Roads
Campbellport, ID 62182",+51 998588154,vharris@example.com,38313,Femenino,Viudo,Secundaria,"Therapist, speech and language",1946-04-30,Belgium,Washington,West Matthewborough,Centro Médico Familiar,Público,2023-11-03,Cardiopatía,4,6,68.8,1.95,19.5,103/82,89,14,36.5,B,+,Polen,2,No,6,2024-06-06,14,1,Ocasional,Sí,Sí,10,3,222,1338,2686,5
109,52698363,Gould,Choi,John,22,"57793 Michael Spurs Suite 920
Jonesfurt, AL 76901",+51 935921441,katherinewatkins@example.com,31123,Femenino,Divorciado,Secundaria,"Editor, film/video",1988-11-24,Saint Pierre and Miquelon,Montana,Petersland,Hospital Central,Mixto,2022-07-04,Ninguno,5,3,77.5,1.58,22.2,102/90,90,13,38.1,A,-,Alimentos,1,No,4,2024-11-10,2,6,Frecuente,No,Sí,8,8,407,2629,2231,5
110,60839039,Hooper,Carroll,Denise,56,"USCGC Williams
FPO AP 85401",+51 963481198,fblack@example.org,49564,Masculino,Soltero,Universitario,Data scientist,1949-03-11,Kyrgyz Republic,Maine,Hallville,Clínica Salud,Privado,2024-08-24,Cardiopatía,2,2,87.2,1.67,19.9,108/65,89,17,37.6,B,-,Ninguna,1,No,9,2024-08-09,14,4,Frecuente,No,No,1,10,498,3127,1854,4
111,56480896,Arellano,King,Kathryn,58,"0972 Angela Creek
Port James, VT 58134",+51 954058573,stephaniegamble@example.com,26408,Femenino,Soltero,Primaria,Herbalist,1952-01-25,Bangladesh,Florida,Parsonsburgh,Hospital Central,Privado,2024-07-09,Ninguno,5,2,68.0,1.74,24.4,138/77,100,16,37.4,B,-,Ninguna,3,Sí,6,2024-08-28,2,8,Ninguno,No,Sí,6,9,1724,5230,264,3
112,56360643,Robbins,Johnson,Deborah,28,"66617 Paul Unions
South Mistytown, IN 63730",+51 947393469,ymcbride@example.com,11695,Femenino,Divorciado,Técnico,Geophysicist/field seismologist,1993-05-18,Bahrain,Indiana,Adamsfort,Hospital Central,Público,2020-09-12,Hipertensión,4,2,72.6,1.94,34.8,90/83,77,17,38.9,AB,+,Polen,0,Sí,10,2024-06-13,3,1,Frecuente,Sí,No,2,7,1656,3769,1707,5
113,57315773,Lee,White,Alyssa,52,"569 Leonard Glen
Tamarafurt, LA 26408",+51 919317495,greentraci@example.org,15985,Femenino,Divorciado,Secundaria,English as a second language teacher,1977-04-14,Tunisia,Wyoming,Juliafort,Centro Médico Familiar,Público,2024-03-28,Cardiopatía,1,8,98.0,1.66,22.1,96/89,98,16,37.4,O,+,Polen,1,No,9,2024-05-29,2,9,Ocasional,No,Sí,10,3,1350,5789,3424,5
114,33901205,Blankenship,Thompson,Gregory,64,"36935 Andersen Locks Apt. 651
Henryport, AS 94612",+51 947463522,sarah90@example.net,25002,Masculino,Casado,Secundaria,Risk manager,1971-01-15,Palestinian Territory,Delaware,Ariaston,Hospital Central,Privado,2023-12-23,Ninguno,4,10,50.0,1.66,26.5,103/89,60,16,37.7,O,+,Polen,2,Sí,3,2024-06-07,5,10,Frecuente,Sí,No,6,4,752,5212,2521,5
115,20310479,Mccarthy,Armstrong,Allen,33,"3848 Keith Oval Suite 241
New Donnaburgh, RI 74257",+51 957130035,kberg@example.net,47696,Masculino,Casado,Universitario,Dancer,1958-06-25,Sri Lanka,Michigan,North Kathytown,Hospital Central,Mixto,2022-08-24,Cardiopatía,4,1,51.7,1.88,22.0,122/87,81,19,37.9,A,-,Polen,1,Sí,10,2024-08-12,2,8,Frecuente,No,Sí,9,10,322,7808,3176,4
116,79778477,Turner,Wagner,Sean,28,"5456 Hernandez Islands Apt. 335
Smithborough, LA 76601",+51 996098221,xbooth@example.net,48477,Femenino,Viudo,Técnico,Herpetologist,1953-11-26,Argentina,Arkansas,Port Crystalmouth,Clínica Salud,Privado,2024-06-08,Hipertensión,2,9,64.2,1.55,23.7,135/75,62,12,38.4,B,-,Medicamentos,3,No,5,2024-07-29,5,0,Ninguno,No,Sí,3,9,250,3651,4486,1
117,94941535,Fitzpatrick,Turner,Paul,47,"873 Thompson Plains Suite 588
Lake Joshuafort, LA 55361",+51 978371272,potteranne@example.com,11359,Masculino,Soltero,Universitario,Charity officer,1965-11-10,Madagascar,Alabama,Port Courtney,Hospital Central,Mixto,2021-05-16,Hipertensión,2,1,50.8,1.99,31.0,113/82,99,14,37.9,A,+,Alimentos,3,No,7,2024-07-24,10,7,Ninguno,Sí,No,7,5,1243,7986,3908,5
118,66538173,Ortiz,Combs,George,42,"9111 Scott Forges Apt. 869
South Rebecca, MH 61300",+51 963643924,elizabeth77@example.org,27662,Masculino,Soltero,Secundaria,"Therapist, occupational",1970-04-24,San Marino,Illinois,Paultown,Hospital Central,Mixto,2020-03-03,Ninguno,3,8,56.8,1.76,21.4,127/65,88,14,36.6,AB,-,Polen,0,Sí,8,2024-01-29,0,7,Ninguno,No,No,4,8,647,4343,845,3
